,name,latitude,longitude,state,city
394,Marco's Pizza,41.4396752,-81.7363316,OH,Cleveland
395,Pizza Hut,36.1941838,-115.025515,NV,Las Vegas
396,Boston Pizza,43.5516756,-79.7154919,ON,Mississauga
397,Pizza Hut,51.1384031,-114.1595793,AB,Calgary
398,Pizza Hut,35.4800817,-80.8911735,NC,Cornelius
399,Pizza Pizza,43.6563207,-79.3773755,ON,Toronto
400,Domino's Pizza,33.450757938,-112.4218724337,AZ,Goodyear
401,Pizza Hut,33.333887,-111.7549916,AZ,Gilbert
402,Little Caesars Pizza,43.6380507,-79.7173764,ON,Mississauga
403,Little Caesars Pizza,33.5082851714,-112.3558014259,AZ,Litchfield Park
404,Pizza Nova,43.8355856,-79.253969,ON,Toronto
405,Papa John's Pizza,35.2890019,-81.1879621,NC,Gastonia
406,Papa John's Pizza,35.2282399,-80.6977587,NC,Charlotte
407,Pizza Pizza,43.9707904,-79.2505903,ON,Stouffville
408,Pizza Hut,41.4834915,-81.7023837,OH,Cleveland
409,Pizza Pizza,43.4658322,-79.743164,ON,Oakville
410,Pizza Pizza,43.7562587,-79.5154267,ON,Toronto
411,Papa John's Pizza,36.0995506,-115.3027463,NV,Las Vegas
412,Little Caesars Pizza,41.4552726,-81.7867259,OH,Cleveland
413,Pizza Pizza,43.7975966,-79.4707915,ON,Thornhill
414,Little Caesars Pizza,33.3927901,-112.0972393,AZ,Phoenix
415,Pizza Hut,43.7573348,-79.234674,ON,Scarborough
416,Papa John's Pizza,35.1731371,-80.8764557,NC,Charlotte
417,Pizza Pizza,43.7624173,-79.4115237,ON,North York
418,Pizza Hut,41.6248667,-81.4385172,OH,Willoughby
419,Domino's Pizza,41.2379709,-81.825664,OH,Brunswick
420,Pizza Hut,43.0144898,-89.4274581,WI,Madison
421,Pizza Pizza,43.5591152,-79.7447193,ON,Mississauga
422,Boston Pizza,51.2699538459,-114.0036139528,AB,Airdrie
423,Little Caesars Pizza,41.502411,-81.539161,OH,South Euclid
424,Pizza Pizza,43.7346401486,-79.3462056748,ON,Toronto
425,Pizza Nova,43.665473,-79.490748,ON,Toronto
426,Pizza Hut,35.4285728,-80.5994505,NC,Concord
427,Domino's Pizza,36.277855,-115.288323,NV,Las Vegas
428,Domino's Pizza,33.261255,-111.856527,AZ,Chandler
429,Domino's Pizza,33.6832944,-112.2370545,AZ,Peoria
430,Little Caesars Pizza,50.9607187,-114.1052556,AB,Calgary
431,Pizza Nova,43.5748350617,-79.7392373377,ON,Mississauga
432,Pizza Pizza,43.6098325,-79.5839821,ON,Mississauga
433,Pizza Hut,33.5364051,-112.3414375,AZ,Glendale
434,Pizza Hut,45.581582,-73.706875,QC,Laval
435,Hungry Howie's Pizza,33.3046248,-111.982272,AZ,Phoenix
436,Pizza Hut,33.5097128,-112.136571,AZ,Phoenix
437,Pizza Nova,43.64946,-79.365449,ON,Toronto
438,Pizza Nova,43.8465781,-79.4600501,ON,Vaughan
439,Little Caesars Pizza,36.1010948,-115.0633264,NV,Las Vegas
440,Pizza Hut,50.9329253,-113.9693875,AB,Calgary
441,Boston Pizza,43.6382506,-79.6229704,ON,Mississauga
442,Pizza Hut,45.5723021,-73.5868622,QC,Saint-Leonard
443,Pizza Hut,33.3480749,-111.8585819,AZ,Chandler
444,Pizza Pizza,43.6679839,-79.3698118,ON,Toronto
445,Pizza Hut,43.5270706364,-79.6502489065,ON,Mississauga
446,Papa John's Pizza,33.4954365,-112.0197856,AZ,Phoenix
447,Papa John's Pizza,41.7155807,-81.2427478,OH,Painesville
448,Hungry Howie's Pizza,33.6084197,-112.2385364,AZ,Peoria
449,Domino's Pizza,33.40849,-111.7887844,AZ,Mesa
450,Domino's Pizza,33.4344308,-112.3039232,AZ,Avondale
451,Pizza Hut,41.484475009,-81.921149902,OH,Bay Village
452,Domino's Pizza,36.143852316,-115.1351314,NV,Las Vegas
453,Pizza Pizza,43.6470449718,-79.4041427663,ON,Toronto
454,Pizza Nova,43.8306916,-79.534144,ON,Concord
455,Boston Pizza,43.78923,-79.53222,ON,Vaughan
456,Papa John's Pizza,33.507694,-112.238262,AZ,Phoenix
457,Pizza Pizza,43.6054119,-79.5468258,ON,Etobicoke
458,Papa Murphy's,36.1008343305,-115.3146554364,NV,Las Vegas
459,Papa John's Pizza,41.7000794,-81.3770392,OH,Mentor
460,Little Caesars Pizza,35.1514326632,-80.8754379341,NC,Charlotte
461,Domino's Pizza,33.6535156,-112.0640113,AZ,Phoenix
462,Domino's Pizza,43.6653857,-79.4705236,ON,Toronto
463,Pizza Hut,36.10259,-115.136559,NV,Las Vegas
464,Pizza Hut,35.9992598204,-115.1074552376,NV,Henderson
465,Papa John's Pizza,40.3665776,-79.9814707,PA,Pittsburgh
466,Papa John's Pizza,33.5904238,-111.8355724,AZ,Scottsdale
467,Little Caesars Pizza,33.3796705203,-111.9773966151,AZ,Tempe
468,Domino's Pizza,45.52068,-73.627418,QC,Mont-Royal
469,Boston Pizza,43.7290931,-79.288601,ON,Scarborough
470,Papa John's Pizza,36.1584565,-115.317141,NV,Las Vegas
471,Domino's Pizza,33.4795033,-112.0732998,AZ,Phoenix
472,Papa John's Pizza,34.977498,-81.026741,SC,Rock Hill
473,Pizza Hut,33.58248,-112.205558,AZ,Peoria
474,Domino's Pizza,33.5533448,-112.1692338,AZ,Glendale
475,Domino's Pizza,33.6978864,-111.8884967,AZ,Scottsdale
476,Domino's Pizza,41.1050226,-81.4463744,OH,Tallmadge
477,Pizza Hut,33.4923751,-112.2893717,AZ,Avondale
478,Domino's Pizza,45.4794598,-73.5809779,QC,Montréal
479,Papa Murphy's,35.0783713,-80.6537391,NC,Indian Trail
480,Papa John's Pizza,33.4657865,-111.6822267,AZ,Mesa
481,Pizza Pizza,43.8595128,-79.4337047,ON,Richmond Hill
482,Papa Murphy's,33.3204869,-111.9086147,AZ,Chandler
483,Papa Murphy's,33.4684504957,-112.3404414242,AZ,Avondale
484,Papa John's Pizza,36.2393708195,-115.2024694295,NV,North Las Vegas
485,Domino's Pizza,33.4078922,-111.9539189,AZ,Tempe
486,Pizza Nova,43.8569898255,-79.4099188279,ON,Richmond Hill
487,Pizza Hut,43.617294612,-79.5383780205,ON,Toronto
488,Domino's Pizza,40.516043,-80.038569,PA,Pittsburgh
489,Domino's Pizza,41.6155583,-81.5151222,OH,Euclid
490,Pizza Hut,41.402909,-81.690431,OH,Parma
491,Pizza Hut,40.339938874,-80.0250088153,PA,Bethel Park
492,Papa John's Pizza,50.912807,-113.950007,AB,Calgary
493,Papa Murphy's,33.594474,-112.21943,AZ,Peoria
494,Pizza Pizza,43.760744,-79.728822,ON,Brampton
495,Pizza Hut,43.764524,-79.412161,ON,Toronto
496,Pizza Hut,33.6383687,-112.184355,AZ,Glendale
497,Little Caesars Pizza,33.6230548882,-112.33975752,AZ,El Mirage
498,Pizza Hut,36.2153706,-115.0982814,NV,Las Vegas
499,Boston Pizza,45.4486301,-73.6087194,QC,Lasalle
500,Domino's Pizza,43.6867619,-79.4388126,ON,Toronto
501,Pizza Hut,50.915053,-114.065873,AB,Calgary
502,Pizza Pizza,43.7980324,-79.2728278,ON,Scarborough
503,Domino's Pizza,51.0412737,-114.0813745,AB,Calgary
504,Pizza Hut,43.7219236,-79.3034216,ON,North York
505,Domino's Pizza,33.5884153,-111.8347423,AZ,Scottsdale
506,Boston Pizza,45.6444107,-73.8363837,QC,Sainte-Thérèse
507,Pizza Pizza,43.6469736,-79.404198,ON,Toronto
508,Domino's Pizza,36.0677217,-115.0366746,NV,Henderson
509,Pizza Hut,43.9744853,-79.2313625,ON,Stouffville
510,Domino's Pizza,33.3374683,-111.994494,AZ,Phoenix
511,Domino's Pizza,40.0972527,-88.2768244,IL,Champaign
512,Pizza Pizza,43.6893066,-79.2955409,ON,Toronto
513,Pizza Pizza,44.0158793,-79.4475271,ON,Aurora
514,Pizza Hut,33.6988387,-111.8881363,AZ,Scottsdale
515,Domino's Pizza,43.6796679,-79.3395009,ON,Toronto
516,Little Caesars Pizza,36.2600263994,-115.1550631483,NV,Las Vegas
517,Pizza Hut,36.099317,-115.1138112657,NV,Las Vegas
518,Papa John's Pizza,41.4666649,-81.9230022,OH,Westlake
519,Papa John's Pizza,51.0375541,-114.0747367,AB,Calgary
520,Marco's Pizza,41.3138001,-81.5061246,OH,Macedonia
521,Little Caesars Pizza,33.4781081731,-112.2904260908,AZ,Avondale
522,Pizza Hut,41.236659,-81.819618,OH,Brunswick
523,Pizza Hut,33.4494969934,-112.3427564338,AZ,Avondale
524,Pizza Hut,35.147999,-80.924835,NC,Charlotte
525,Domino's Pizza,40.1104381,-88.2384162,IL,Champaign
526,Domino's Pizza,43.0964256,-89.5006121,WI,Middleton
527,Papa John's Pizza,51.0364729,-114.167857,AB,Calgary
528,Marco's Pizza,41.4544134,-81.7922562,OH,Cleveland
529,Pizza Pizza,43.7346401486,-79.3462056748,ON,Toronto
530,Papa John's Pizza,36.1301338,-115.1412955,NV,Las Vegas
531,Pizza Hut,41.4328201,-81.8821047,OH,North Olmsted
532,Boston Pizza,43.8207250951,-79.3253723791,ON,Markham
533,Pizza Hut,36.1439570392,-115.1824128628,NV,Las Vegas
534,Hungry Howie's Pizza,33.5391062462,-112.217822111,AZ,Glendale
535,Papa John's Pizza,43.095451,-89.495024,WI,Middleton
536,Domino's Pizza,33.6405889,-112.134846,AZ,Phoenix
537,Pizza Nova,43.7080052374,-79.4432153731,ON,Toronto
538,Domino's Pizza,36.1962338,-115.1057054,NV,North Las Vegas
539,Papa John's Pizza,41.4416461,-81.7227361,OH,Brooklyn
540,Marco's Pizza,33.4240963216,-111.7196646064,AZ,Mesa
541,Pizza Pizza,43.6134614,-79.646157,ON,Mississauga
542,Boston Pizza,43.8476095,-79.375457,ON,Richmond Hill
543,Boston Pizza,43.7757174,-79.2628222,ON,Scarborough
544,Papa Murphy's,33.4170443549,-111.8739368396,AZ,Mesa
545,Papa John's Pizza,41.425152,-81.896178,OH,North Olmsted
546,Pizza Hut,33.5817549,-112.0084514,AZ,Phoenix
547,Pizza Pizza,43.8417711,-79.0840136,ON,Pickering
548,Papa John's Pizza,41.6249378,-81.4396178,OH,Willoughby
549,Pizza Hut,43.607783,-79.649827,ON,Mississauga
550,Domino's Pizza,44.0019263,-79.4560529,ON,Aurora
551,Domino's Pizza,33.4954124,-112.0994869,AZ,Phoenix
552,Papa John's Pizza,33.3202095032,-111.9279937744,AZ,Chandler
553,Pizza Hut,43.6563311,-79.4353349,ON,Toronto
554,Papa John's Pizza,35.2524515,-80.6574073,NC,Charlotte
555,Domino's Pizza,45.5106415,-73.553346,QC,Montréal
556,Domino's Pizza,41.3150936,-81.553914,OH,Sagamore Hills
557,Papa Murphy's,33.6246505,-111.9443311,AZ,Scottsdale
558,Pizza Nova,43.8383960233,-79.5598337357,ON,Vaughan
559,Papa John's Pizza,33.4077786,-111.9468685,AZ,Tempe
560,Pizza Hut,36.2630128,-115.1805607,NV,North Las Vegas
561,Domino's Pizza,33.6130379613,-111.9771734987,AZ,Phoenix
562,Boston Pizza,43.7620368,-79.4103214,ON,North York
563,Pizza Hut,36.0567624,-115.0403667,NV,Henderson
564,Domino's Pizza,36.0202205,-114.9621225,NV,Henderson
565,Domino's Pizza,43.7071598119,-79.4426131668,ON,Toronto
566,Pizza Hut,40.4161639976,-79.8484485489,PA,Forest Hills
567,Domino's Pizza,43.6607492,-79.5113246,ON,Toronto
568,Pizza Hut,41.4622446,-81.6434224,OH,Cleveland
569,Pizza Hut,41.4833296,-81.7684265,OH,Cleveland
570,Domino's Pizza,41.3863268,-81.76973,OH,Parma Heights
571,Papa John's Pizza,33.3493441221,-111.7571623885,AZ,Gilbert
572,Domino's Pizza,41.5054631553,-81.5368748456,OH,Cleveland
573,Papa John's Pizza,35.3133291,-80.7431378,NC,Charlotte
574,Little Caesars Pizza,33.422303,-112.2202854,AZ,Phoenix
575,Domino's Pizza,33.5968525,-112.2718861,AZ,Sun City
576,Pizza Hut,35.2465644,-80.7520571,NC,Charlotte
577,Boston Pizza,51.1268739439,-114.1972803191,AB,Calgary
578,Marco's Pizza,41.4656238,-82.1460657,OH,Lorain
579,Little Caesars Pizza,50.9421633414,-114.0461515938,AB,Calgary
580,Pizza Hut,40.070779165,-88.251749561,IL,Savoy
581,Pizza Pizza,43.6588117,-79.3511769,ON,Toronto
582,Pizza Hut,43.587256,-79.7411835,ON,Mississauga
583,Little Caesars Pizza,36.1583654,-115.1260071,NV,Las Vegas
584,Hungry Howie's Pizza,33.596948,-112.166664,AZ,Glendale
585,Pizza Hut,33.6393810419,-112.352495081,AZ,Surprise
586,Domino's Pizza,43.8528791837,-79.4315230648,ON,Richmond Hill
587,Pizza Hut,35.2026783,-80.74028,NC,Charlotte
588,Pizza Hut,33.5796175,-111.9276631,AZ,Scottsdale
589,Pizza Pizza,43.7983618,-79.3184634,ON,Toronto
590,Marco's Pizza,41.432007,-81.8829151,OH,North Olmsted
591,Marco's Pizza,33.4575713,-112.3931507,AZ,Goodyear
592,Papa John's Pizza,40.3095677,-88.1561669,IL,Rantoul
593,Papa Murphy's,33.5675177,-112.1703705,AZ,Glendale
594,Pizza Hut,35.2440913,-80.8919731,NC,Charlotte
595,Papa John's Pizza,36.0196553,-115.2712159,NV,Las Vegas
596,Pizza Pizza,43.6266432,-79.5024054,ON,Etobicoke
597,Pizza Hut,51.0130857,-114.1399128,AB,Calgary
598,Little Caesars Pizza,36.055015,-115.279266,NV,Las Vegas
599,Marco's Pizza,41.493773,-82.016786,OH,Avon Lake
600,Little Caesars Pizza,33.4940188506,-112.0462309197,AZ,Phoenix
601,Pizza Pizza,43.6853887,-79.3129744,ON,Toronto
602,Papa John's Pizza,34.9361157014,-80.8376204444,SC,Indian Land
603,Boston Pizza,45.500843,-73.376099,QC,Saint-Bruno
604,Domino's Pizza,50.9386093,-114.0837092,AB,Calgary
605,Little Caesars Pizza,36.1592558,-115.0824743,NV,Las Vegas
606,Boston Pizza,44.0936069363,-79.1319559515,ON,Uxbridge
607,Domino's Pizza,36.1969834,-115.1803758,NV,North Las Vegas
608,Domino's Pizza,36.0996457435,-115.2998998596,NV,Las Vegas
609,Pizza Hut,33.3055517,-111.8744206,AZ,Chandler
610,Boston Pizza,43.9161246,-78.9556644,ON,Whitby
611,Papa Murphy's,43.0483845,-89.323659,WI,Monona
612,Little Caesars Pizza,40.3941422,-80.0355641,PA,Pittsburgh
613,Papa Murphy's,43.1743521,-89.2486834,WI,Sun Prairie
614,Domino's Pizza,36.2399658,-115.2304525,NV,Las Vegas
615,Pizza Hut,43.6708081,-79.29708,ON,Toronto
616,Pizza Hut,35.0473602,-80.6465218,NC,Indian Trail
617,Domino's Pizza,43.7662871,-79.2595984,ON,Scarborough
618,Papa John's Pizza,35.979927,-115.100444,NV,Henderson
619,Domino's Pizza,43.7639054,-79.3987605,ON,North York
620,Pizza Hut,42.9187770175,-89.2378910613,WI,Stoughton
621,Papa John's Pizza,43.77543,-79.1789256,ON,Toronto
622,Pizza Hut,51.2916391,-114.0008072,AB,Airdrie
623,Pizza Hut,40.4274142,-80.0530219,PA,Pittsburgh
624,Pizza Nova,43.7627677917,-79.4914169312,ON,Toronto
625,Pizza Hut,36.268688,-115.110862,NV,North Las Vegas
626,Papa John's Pizza,34.954505,-80.7597407,NC,Waxhaw
627,Papa Murphy's,43.0851811,-89.2777003,WI,Madison
628,Pizza Hut,40.4538812,-79.949545,PA,Pittsburgh
629,Pizza Pizza,43.6438459,-79.391824,ON,Toronto
630,Pizza Nova,43.8870013882,-78.9042689279,ON,Whitby
631,Domino's Pizza,40.4410921,-80.0691206,PA,Pittsburgh
632,Papa Murphy's,33.3925994,-111.6838716,AZ,Mesa
633,Domino's Pizza,36.1972759,-115.2231899,NV,Las Vegas
634,Little Caesars Pizza,36.1948021937,-115.20653004,NV,Las Vegas
635,Pizza Pizza,43.5776532,-79.6143273,ON,Mississauga
636,Pizza Hut,41.5033473,-81.5559364,OH,Cleveland Heights
637,Pizza Nova,43.6767027,-79.4113273,ON,Toronto
638,Boston Pizza,43.7965878,-79.2037654,ON,Scarborough
639,Little Caesars Pizza,33.5232612,-112.2014704,AZ,Glendale
640,Pizza Hut,36.1577770064,-115.1237820174,NV,Las Vegas
641,Domino's Pizza,41.485638767,-81.7926494969,OH,Lakewood
642,Pizza Hut,33.67843,-112.27805,AZ,Peoria
643,Domino's Pizza,51.0713025,-113.9576504,AB,Calgary
644,Pizza Hut,41.4643582,-81.5625902,OH,Shaker Heights
645,Hungry Howie's Pizza,41.1536575,-81.3363537,OH,Kent
646,Pizza Nova,43.7554674,-79.3484244,ON,Toronto
647,Pizza Hut,36.041622,-115.116664,NV,Las Vegas
648,Domino's Pizza,36.144594,-115.277173,NV,Las Vegas
649,Pizza Hut,40.5903417,-79.7379775,PA,Lower Burrell
650,Pizza Hut,43.8338575316,-79.0911094823,ON,Pickering
651,Marco's Pizza,41.3657262,-82.1589737,OH,Elyria
652,Pizza Hut,40.4283402,-79.9774276,PA,Pittsburgh
653,Papa John's Pizza,33.6387561,-112.3891486,AZ,Surprise
654,Pizza Hut,43.6436725242,-79.4045886218,ON,Toronto
655,Domino's Pizza,33.392484,-112.168831,AZ,Laveen
656,Papa John's Pizza,33.5392012,-111.9229176,AZ,Scottsdale
657,Domino's Pizza,33.318955,-111.90895,AZ,Chandler
658,Domino's Pizza,33.3052187082,-112.0567920212,AZ,Phoenix
659,Little Caesars Pizza,33.4508358,-112.1364546,AZ,Phoenix
660,Marco's Pizza,33.2971703,-111.7481213,AZ,Gilbert
661,Pizza Pizza,43.741218,-79.513088,ON,North York
662,Little Caesars Pizza,40.0944108,-88.1913764,IL,Urbana
663,Pizza Nova,43.8606468,-79.4881846,ON,Vaughan
664,Pizza Hut,43.1339873871,-89.3698636807,WI,Madison
665,Papa John's Pizza,50.944873,-114.068969,AB,Calgary
666,Domino's Pizza,36.2163022,-115.0928324,NV,Las Vegas
667,Pizza Hut,35.3232661,-80.9462201,NC,Charlotte
668,Pizza Pizza,43.7019327,-79.7417839,ON,Brampton
669,Domino's Pizza,43.7434743,-79.3014255,ON,Scarborough
670,Little Caesars Pizza,33.479058,-111.909497,AZ,Scottsdale
671,Papa John's Pizza,41.2378689,-81.8392324,OH,Brunswick
672,Hungry Howie's Pizza,41.4574073,-81.8931354,OH,Westlake
673,Pizza Hut,35.94297,-115.115904,NV,Henderson
674,Papa Murphy's,33.5692042,-111.8886628,AZ,Scottsdale
675,Pizza Nova,43.7761572,-79.4143746,ON,North York
676,Pizza Hut,36.160725,-115.2453617,NV,Las Vegas
677,Papa John's Pizza,35.2125167,-80.8277877,NC,Charlotte
678,Domino's Pizza,33.4143460071,-111.9289950021,AZ,Tempe
679,Domino's Pizza,40.535071,-80.229376,PA,Coraopolis
680,Domino's Pizza,43.085315,-89.300804,WI,Madison
681,Pizza Hut,36.2194092,-115.3247337,NV,Las Vegas
682,Papa John's Pizza,43.6509146,-79.4394628,ON,Toronto
683,Papa John's Pizza,36.0133354,-114.9600762,NV,Henderson
684,Marco's Pizza,34.9542459647,-80.8506162905,SC,Fort Mill
685,Papa John's Pizza,33.5696669,-112.1859152,AZ,Glendale
686,Papa John's Pizza,33.376211,-111.859191,AZ,Mesa
687,Hungry Howie's Pizza,41.1201959,-81.8649687,OH,Medina
688,Pizza Hut,33.3780384721,-112.1743264149,AZ,Laveen
689,Pizza Pizza,43.675968,-79.745855,ON,Brampton
690,Hungry Howie's Pizza,41.6768195,-81.3114292,OH,Mentor
691,Papa Murphy's,33.322519,-111.823599,AZ,Chandler
692,Papa John's Pizza,36.111031,-115.063331,NV,Las Vegas
693,Domino's Pizza,33.484074,-112.363106,AZ,Goodyear
694,Papa John's Pizza,33.333655,-111.806298,AZ,Gilbert
695,Pizza Hut,35.3966113,-80.6083638,NC,Concord
696,Pizza Hut,41.2243825601,-81.4413189266,OH,Hudson
697,Domino's Pizza,35.9974375,-115.1019443,NV,Henderson
698,Marco's Pizza,41.6114959,-81.5224715,OH,Euclid
699,Domino's Pizza,43.841703,-79.508711,ON,Vaughan
700,Pizza Hut,41.6776363,-81.309091,OH,Mentor
701,Pizza Pizza,43.8434411,-79.408106,ON,Richmond Hill
702,Boston Pizza,51.0489624,-113.9930544,AB,Calgary
703,Pizza Pizza,43.6659478,-79.3806846,ON,Toronto
704,Pizza Hut,35.0892447,-80.8683306,NC,Charlotte
705,Pizza Hut,35.3199107,-80.6687195,NC,Harrisburg
706,Little Caesars Pizza,33.6532113,-112.1009338,AZ,Phoenix
707,Pizza Pizza,43.8054466605,-79.3842647136,ON,North York
708,Little Caesars Pizza,33.537211181,-112.1691789524,AZ,Glendale
709,Papa John's Pizza,36.1002318771,-115.2097905388,NV,Las Vegas
710,Pizza Hut,35.278121,-80.766662,NC,Charlotte
711,Marco's Pizza,41.1100145,-81.5686757,OH,Akron
712,Pizza Hut,43.7227691,-79.7983613,ON,Brampton
713,Pizza Pizza,43.4997563,-79.6506272,ON,Oakville
714,Pizza Hut,41.4145631,-81.5361807,OH,Cleveland
715,Papa John's Pizza,33.6088164,-112.3571291,AZ,Surprise
716,Pizza Hut,43.7894830893,-79.417128,ON,Toronto
717,Domino's Pizza,43.5680281365,-79.6659388393,ON,Mississauga
718,Pizza Hut,41.6134317,-81.4640482,OH,Wickliffe
719,Pizza Pizza,43.5931694398,-79.7648340755,ON,Mississauga
720,Domino's Pizza,40.3100833011,-80.0334441274,PA,Bethel Park
721,Marco's Pizza,36.0550930904,-115.2833114924,NV,Las Vegas
722,Pizza Nova,43.7856298,-79.2793312,ON,Toronto
723,Pizza Hut,33.3194954332,-111.9290033575,AZ,Chandler
724,Pizza Hut,36.1392610438,-115.1376199722,NV,Las Vegas
725,Papa John's Pizza,33.4664822,-112.1884245,AZ,Phoenix
726,Papa John's Pizza,33.375999,-112.167009,AZ,Laveen
727,Papa John's Pizza,35.119784,-81.08011,SC,Clover
728,Pizza Hut,36.3171218,-115.2071789,NV,North Las Vegas
729,Pizza Hut,43.754219,-79.351407,ON,Toronto
730,Pizza Hut,33.3212152,-111.9795485,AZ,Phoenix
731,Hungry Howie's Pizza,35.1361786,-80.9369736,NC,Charlotte
732,Pizza Hut,33.4507373,-111.7725904,AZ,Mesa
733,Pizza Pizza,43.7699125,-79.3758667,ON,North York
734,Marco's Pizza,41.371424,-81.8686635,OH,Berea
735,Domino's Pizza,45.466628,-73.655298,QC,Montréal
736,Boston Pizza,45.3325815118,-73.287009966,QC,Saint-Jean-sur-Richelieu
737,Domino's Pizza,36.145835,-115.1903726,NV,Las Vegas
738,Domino's Pizza,36.1449628679,-115.2051184478,NV,Las Vegas
739,Domino's Pizza,36.173302,-115.077354,NV,Las Vegas
740,Hungry Howie's Pizza,35.1922563,-80.8733216,NC,Charlotte
741,Pizza Hut,43.7048838514,-79.4929611762,ON,Toronto
742,Pizza Hut,40.4974044,-79.8449371,PA,Verona
743,Pizza Hut,33.6543385,-112.0667308,AZ,Phoenix
744,Pizza Hut,33.5387785,-112.1523594,AZ,Glendale
745,Pizza Hut,35.9981629522,-115.2066554615,NV,Las Vegas
746,Pizza Hut,35.251371,-81.1898856,NC,Gastonia
747,Pizza Hut,50.930142,-114.02501,AB,Calgary
748,Pizza Hut,33.6082766,-112.0668712,AZ,Phoenix
749,Pizza Pizza,43.6450945,-79.3980696,ON,Toronto
750,Papa John's Pizza,41.1540118,-81.3515391,OH,Kent
751,Pizza Nova,43.5595819,-79.5868991,ON,Mississauga
752,Pizza Pizza,43.9503719,-79.4560056,ON,Richmond Hill
753,Pizza Hut,43.6778423,-79.3902487,ON,Toronto
754,Domino's Pizza,44.1140056,-79.566034,ON,Bradford
755,Pizza Hut,40.3124795,-88.1287523,IL,Rantoul
756,Boston Pizza,51.0380292,-114.0875861,AB,Calgary
757,Pizza Pizza,43.7953316,-79.2267188,ON,Scarborough
758,Marco's Pizza,41.136988,-81.488488,OH,Cuyahoga Fls
759,Papa John's Pizza,36.2385481,-115.046445,NV,Nellis AFB
760,Domino's Pizza,35.975326,-114.84501,NV,Boulder City
761,Papa John's Pizza,33.233858,-111.723631,AZ,Gilbert
762,Pizza Pizza,43.797486508,-79.4263420471,ON,North York
763,Papa John's Pizza,41.1127563,-81.5757375,OH,Akron
764,Pizza Pizza,43.7932506299,-79.4465633321,ON,Thornhill
765,Pizza Hut,41.1550086,-81.3320784,OH,Kent
766,Domino's Pizza,43.650107533,-79.4377351552,ON,Toronto
767,Marco's Pizza,35.4111295,-80.6640339,NC,Concord
768,Papa Murphy's,40.1134464,-88.2030631,IL,Urbana
769,Papa Murphy's,33.6519592,-112.2531647,AZ,Peoria
770,Pizza Hut,35.3535486,-81.0889023,NC,Stanley
771,Boston Pizza,44.0122878,-79.4151328,ON,Aurora
772,Domino's Pizza,41.4252514,-81.89878,OH,North Olmsted
773,Papa Murphy's,36.0335123,-115.2084299,NV,Las Vegas
774,Pizza Nova,43.7905773,-79.4710256,ON,Vaughan
775,Pizza Hut,40.500796,-79.943429,PA,Etna
776,Pizza Hut,35.2792337,-81.1404833,NC,Gastonia
777,Little Caesars Pizza,43.191104,-89.463054,WI,Waunakee
778,Papa Murphy's,34.97728,-81.027208,SC,Rock Hill
779,Pizza Hut,35.2396069,-81.1232275,NC,Gastonia
780,Pizza Hut,43.1316009,-89.3019937,WI,Madison
781,Papa John's Pizza,33.5528695002,-112.1337118492,AZ,Phoenix
782,Pizza Hut,33.2342679,-111.7908572,AZ,Chandler
783,Pizza Hut,43.6963388,-79.5333982,ON,Etobicoke
784,Pizza Hut,41.3985977,-81.9964437,OH,North Ridgeville
785,Pizza Hut,41.5042717,-81.6327038,OH,Cleveland
786,Domino's Pizza,43.7733596,-79.4930175,ON,North York
787,Little Caesars Pizza,36.1635947776,-115.2444908585,NV,Las Vegas
788,Pizza Hut,36.1088879,-115.2781478,NV,Las Vegas
